"","Ch1","Ch2","Ch3","Ch4"
"1",0.132652633295364,0.0814505718263588,0.150720889394319,0.635175905483959
"2",0.431855634796608,0.0404746422958921,0.0137441359446997,0.5139255869628
"3",0.0253921970311599,0.27171126217732,0.202186803604399,0.500709737187122
"4",0.276799882674613,0.159204899874609,0.131570539918397,0.432424677532381
"5",0.0414494689225063,0.321839455223692,0.0569385394160538,0.579772536437748
"6",0.208915471561553,0.251043342681559,0.03028401214715,0.509757173609738
"7",0.297269376711477,0.070337467862737,0.0711730091939814,0.561220146231804
"8",0.0367539352227669,0.193776100455972,0.0372996713282202,0.732170292993041
"9",0.235637789801197,0.331884205100679,0.0274792341622312,0.404998770935892
"10",0.139564357095032,0.114854842266022,0.0333703249197736,0.712210475719172
"11",0.274596749441352,0.0589645151891898,0.129360903849306,0.537077831520152
"12",0.0549049947369141,0.209628494343587,0.0961548952184917,0.639311615701007
"13",0.134168202115531,0.101005127383012,0.119722425274247,0.64510424522721
"14",0.0308275459899849,0.173435072826544,0.0756961952113132,0.720041185972158
"15",0.132739604812127,0.261831238861901,0.0163959061657427,0.58903325016023
"16",0.0376235502017966,0.21074800300289,0.0254486058886967,0.726179840906617
"17",0.133785176806011,0.137005790743503,0.0411030566573452,0.688105975793141
"18",0.075745308854995,0.0314523089021665,0.190286625115801,0.702515757127037
"19",0.0349262372954886,0.224678048288379,0.158185382401672,0.582210332014461
"20",0.069554938688248,0.291597978236113,0.345565613541457,0.293281469534182
"21",0.39074989723548,0.146574712360823,0.074464830123872,0.388210560279825
"22",0.358637579809559,0.309993796332886,0.0380022909271794,0.293366332930377
"23",0.0890254426391799,0.611263694250397,0.042691687120092,0.257019175990331
"24",0.189829289112277,0.252026466879885,0.139773924379941,0.418370319627897
"25",0.113582953059376,0.339948968903126,0.365019987018645,0.181448091018854
"26",0.106873547627094,0.143466234157868,0.154044804736745,0.595615413478293
"27",0.0838004654204312,0.431574770780643,0.340226326024073,0.144398437774853
"28",0.0805721368807452,0.35526659207713,0.162165316459428,0.401995954582697
"29",0.183241443975637,0.263830590839995,0.372234681854757,0.180693283329611
"30",0.1436506773537,0.116404772647719,0.172085934026428,0.567858615972152
"31",0.215461440362179,0.258532532656049,0.186970814441358,0.339035212540414
"32",0.188834060454994,0.0668709655650404,0.364258007631969,0.380036966347997
"33",0.35800832682936,0.279376586907186,0.0837434032543494,0.278871683009104
"34",0.604242287839195,0.0568142963691865,0.0389337628367412,0.300009652954878
"35",0.236667341943449,0.355653113491146,0.0591686681798186,0.348510876385587
"36",0.662601051527199,0.0626801268046685,0.053011481302088,0.221707340366045
"37",0.0913546118640882,0.30788807489687,0.315901875009595,0.284855438229447
"38",0.298991722339342,0.123216232161294,0.122252806997621,0.455539238501743
"39",0.0621117920314436,0.167577516985073,0.331151791899489,0.439158899083995
"40",0.0972113190376978,0.0548465268632176,0.447357109277967,0.400585044821118
"41",0.344504324090346,0.243296998694268,0.0886642609014107,0.323534416313975
"42",0.313739336803663,0.129778056448189,0.0332924284971803,0.523190178250967
"43",0.0299627863759906,0.0562843176794134,0.539035551531477,0.374717344413119
"44",0.167467798409725,0.0748598958307121,0.393330616533842,0.364341689225721
"45",0.283044339024134,0.0962463268509494,0.133614653921487,0.48709468020343
"46",0.104947666882988,0.266578905776637,0.274894081941264,0.353579345399112
"47",0.0795508211532418,0.227219138042497,0.193691495267593,0.499538545536668
"48",0.105348439428244,0.229180988608318,0.0492876881183023,0.616182883845136
"49",0.0770655639851899,0.357819624882822,0.257668812976746,0.307445998155242
"50",0.0778512740903374,0.0718768742668539,0.129759726932639,0.72051212471017
"51",0.23962293352042,0.0662429253650089,0.253170352401727,0.440963788712845
"52",0.119719583673409,0.0523878452336239,0.177383822410037,0.65050874868293
"53",0.284730805773223,0.169615134942358,0.0332659884039192,0.5123880708805
"54",0.256388531188426,0.0718575689823471,0.045932747662697,0.62582115216653
"55",0.146758012840815,0.309497933474668,0.13447368339234,0.409270370292176
"56",0.0990273962391775,0.0545267167990997,0.0961031814477976,0.750342705513925
"57",0.37319382299106,0.088558495911934,0.0540472246533226,0.484200456443683
"58",0.191571988665115,0.423450773278583,0.212319963390651,0.172657274665652
"59",0.341337193157085,0.224446855611051,0.187627252894042,0.246588698337821
"60",0.634183048746981,0.0257004469763367,0.244449427124113,0.095667077152569
"61",0.153333656853554,0.398704013545653,0.0723796047237167,0.375582724877076
"62",0.146506499636404,0.595004861524082,0.0819416236784452,0.176547015161069
"63",0.223816496516311,0.119717183894498,0.277497281486499,0.378969038102693
"64",0.0776158848180248,0.0692173484183643,0.699519315877024,0.153647450886587
"65",0.446472982844071,0.190330573093256,0.27055613150058,0.0926403125620932
"66",0.286126810678053,0.427772064381595,0.217685829655724,0.0684152952846285
"67",0.30551933894679,0.273025002798902,0.276011188322295,0.145444469932013
"68",0.346346952219914,0.213174981168914,0.356664475058523,0.0838135915526492
"69",0.100132166376251,0.138894082458167,0.103495650729699,0.657478100435883
"70",0.248230325667497,0.584561107893694,0.0155566674142124,0.151651899024596
"71",0.0923507410129119,0.283985276105815,0.448644681808417,0.175019301072857
"72",0.0843997913600354,0.162108381127907,0.579074246390613,0.174417581121445
"73",0.384432303894139,0.0734511260959596,0.331467861479996,0.210648708529905
"74",0.0318353622379055,0.621070754970045,0.172801204914438,0.174292677877611
"75",0.156669374463032,0.334519533453307,0.0884190415380779,0.420392050545583
"76",0.0834667180327304,0.578649641577836,0.131104936616047,0.206778703773387
"77",0.0926855540099589,0.333542085609927,0.324272169793419,0.249500190586695
"78",0.127903612677255,0.410817475741736,0.254944865451526,0.206334046129484
"79",0.0330491452916427,0.5355794081989,0.311881385133035,0.119490061376422
"80",0.0825460634046517,0.0860729857513309,0.490331038040944,0.341049912803073
"81",0.190207813555906,0.053161761387362,0.624602204166809,0.132028220889923
"82",0.70430043972344,0.0484289015569664,0.0306078853632916,0.216662773356302
