"","V1","V2","V3","V4"
"1",0.302527145882858,0.0924185623514249,0.302527145882858,0.302527145882858
"2",0.190812229327345,0.153445738539772,0.153445738539772,0.502296293593111
"3",0.14435286067741,0.179505090318926,0.203610797384499,0.472531251619165
"4",0.524220444284878,0.102706670777343,0.102706670777343,0.270366214160436
"5",0.147027504094058,0.182831052172562,0.188854892112727,0.481286551620653
"6",0.15851467140375,0.255242533835081,0.137182694104803,0.449060100656365
"7",0.546191435033772,0.0860554162219127,0.0860554162219127,0.281697732522403
"8",0.140172858336772,0.260806042411226,0.140172858336772,0.45884824091523
"9",0.374068873034321,0.374068873034321,0.0589365751636876,0.192925678767671
"10",0.207284103278978,0.207284103278978,0.136992917195178,0.448438876246866
"11",0.555811301163945,0.0781478454052621,0.110228124625839,0.255812728804954
"12",0.139948665837544,0.261988309383107,0.139948665837544,0.458114358941804
"13",0.172879279479873,0.134590153779722,0.251957006073167,0.440573560667237
"14",0.147350347920361,0.222955940802409,0.147350347920361,0.48234336335687
"15",0.203610797384499,0.179505090318926,0.14435286067741,0.472531251619165
"16",0.153445738539772,0.190812229327345,0.153445738539772,0.502296293593111
"17",0.195867648897036,0.152487082690519,0.152487082690519,0.499158185721927
"18",0.153445738539772,0.153445738539772,0.190812229327345,0.502296293593111
"19",0.0769048028820681,0.0888635380561048,0.582487962464093,0.251743696597734
"20",0.103392576713276,0.193554159403837,0.193554159403837,0.509499104479049
"21",0.140123186628755,0.124119549479434,0.124119549479434,0.611637714412377
"22",0.0739026525236979,0.279352012835806,0.109103563774408,0.537641770866088
"23",0.110932988782944,0.231477190398349,0.110932988782944,0.546656832035764
"24",0.118470608720743,0.179257982064917,0.118470608720743,0.583800800493597
"25",0.17889891771757,0.0404317313215156,0.0943407064168698,0.686328644544045
"26",0.126138219779446,0.126138219779446,0.126138219779446,0.621585340661663
"27",0.0726434736217772,0.0527206676291634,0.516662530942535,0.357973327806525
"28",0.0813992085846308,0.436081645621094,0.0813992085846308,0.401119937209645
"29",0.100306494984216,0.100306494984216,0.443877656176413,0.355509353855154
"30",0.126138219779446,0.126138219779446,0.126138219779446,0.621585340661663
"31",0.118470608720743,0.179257982064917,0.118470608720743,0.583800800493597
"32",0.113638394187648,0.113638394187648,0.212734652353121,0.559988559271582
