"","V1","V2","V3","V4"
"1",0.180257510729614,0.107296137339056,0.20343347639485,0.509012875536481
"2",0.324392288348701,0.09639564124057,0.0821458507963118,0.497066219614417
"3",0.070871722182849,0.288447909284196,0.220411055988661,0.420269312544295
"4",0.263128800442233,0.208955223880597,0.200110558319514,0.327805417357656
"5",0.0913818722139673,0.332095096582467,0.135958395245171,0.440564635958395
"6",0.240062353858145,0.197194076383476,0.100545596258769,0.46219797349961
"7",0.360222531293463,0.111961057023644,0.115438108484006,0.412378303198887
"8",0.110364683301344,0.193857965451056,0.126679462571977,0.569097888675624
"9",0.247512437810945,0.301616915422886,0.082089552238806,0.368781094527363
"10",0.192660550458716,0.165137614678899,0.0981651376146789,0.544036697247706
"11",0.338492597577389,0.0955585464333782,0.166890982503365,0.399057873485868
"12",0.114310645724258,0.201570680628272,0.166666666666667,0.517452006980803
"13",0.183656276326874,0.163437236731255,0.153327716933446,0.499578770008425
"14",0.11253701875617,0.184600197433366,0.117472852912142,0.585389930898322
"15",0.182101167315175,0.285603112840467,0.0708171206225681,0.46147859922179
"16",0.124436429215509,0.259693417493237,0.0811541929666366,0.534715960324617
"17",0.179090909090909,0.151818181818182,0.13,0.539090909090909
"18",0.140142517814727,0.0870942201108472,0.303246239113223,0.469517022961204
"19",0.0814035087719298,0.159298245614035,0.343157894736842,0.416140350877193
"20",0.166064981949458,0.336943441636582,0.255114320096269,0.24187725631769
"21",0.36374549819928,0.286914765906363,0.108043217286915,0.241296518607443
"22",0.269674711437566,0.366211962224554,0.153200419727177,0.210912906610703
"23",0.254580520732883,0.436837029893925,0.114754098360656,0.193828351012536
"24",0.222516556291391,0.24635761589404,0.264900662251656,0.266225165562914
"25",0.187547456340167,0.340926347760061,0.318906605922551,0.152619589977221
"26",0.178062678062678,0.34045584045584,0.195156695156695,0.286324786324786
"27",0.144346431435445,0.332798716920609,0.361668003207699,0.161186848436247
"28",0.203991130820399,0.378048780487805,0.195121951219512,0.222838137472284
"29",0.243769470404984,0.220404984423676,0.379283489096573,0.156542056074766
"30",0.282269503546099,0.170212765957447,0.26241134751773,0.285106382978723
"31",0.326350606394708,0.248070562293275,0.203969128996692,0.221609702315325
"32",0.220430107526882,0.169354838709677,0.34005376344086,0.270161290322581
"33",0.319283456269758,0.239199157007376,0.229715489989463,0.211801896733404
"34",0.447044334975369,0.183497536945813,0.12192118226601,0.247536945812808
"35",0.229471316085489,0.364454443194601,0.179977502812148,0.226096737907762
"36",0.505747126436782,0.185823754789272,0.115900383141762,0.192528735632184
"37",0.141952983725136,0.389692585895118,0.286618444846293,0.181735985533454
"38",0.31404958677686,0.228650137741047,0.180440771349862,0.276859504132231
"39",0.115683229813665,0.152173913043478,0.331521739130435,0.400621118012422
"40",0.150761828388132,0.113071371291099,0.322373696872494,0.413793103448276
"41",0.335543766578249,0.19893899204244,0.123342175066313,0.342175066312997
"42",0.334905660377358,0.180817610062893,0.0786163522012579,0.405660377358491
"43",0.102830188679245,0.100943396226415,0.309433962264151,0.486792452830189
"44",0.175718849840256,0.108626198083067,0.303514376996805,0.412140575079872
"45",0.272407732864675,0.157293497363796,0.116871704745167,0.453427065026362
"46",0.162046908315565,0.25728500355366,0.213930348258706,0.366737739872068
"47",0.114517583408476,0.248872858431019,0.171325518485122,0.465284039675383
"48",0.152466367713005,0.309417040358744,0.0753363228699552,0.462780269058296
"49",0.115646258503401,0.342176870748299,0.191156462585034,0.351020408163265
"50",0.150414937759336,0.101659751037344,0.212655601659751,0.535269709543568
"51",0.25540765391015,0.131447587354409,0.183860232945092,0.429284525790349
"52",0.204016913319239,0.102536997885835,0.147991543340381,0.545454545454545
"53",0.262886597938144,0.219931271477663,0.0738831615120275,0.443298969072165
"54",0.230853391684902,0.118161925601751,0.0864332603938731,0.564551422319475
"55",0.194503171247357,0.324171952078929,0.11768851303735,0.363636363636364
