"Ch1","Ch2","Ch3","Ch4"
0.149769331167396,0.0666220721278537,0.124898970370897,0.658709626333853
0.382521527930427,0.0303844379985345,0.00941430501686642,0.577679729054173
0.0284536108068796,0.229845812361947,0.146481982142272,0.595218594688902
0.317321646119528,0.135097125232586,0.0878600323564506,0.459721196291436
0.0521632584612731,0.266732226858861,0.0488355968755921,0.632268917804274
0.236058280217938,0.192016401111668,0.0200658114839105,0.551859507186484
0.36845895108833,0.0561809960063564,0.0446499390958038,0.530710113809509
0.0334295152387222,0.136002880996706,0.0192673612261105,0.811300242538462
0.245698314118944,0.272174696750397,0.0185908506021047,0.463536138528554
0.135078034330442,0.0968892327018055,0.019930140679337,0.748102592288416
0.269196060869965,0.0435890713288128,0.0766159634962482,0.610598904304974
0.0580237646569351,0.15995486516256,0.0689977883697175,0.713023581810787
0.146203113452984,0.0802975207668438,0.0742282406947555,0.699271125085417
0.0363662389890086,0.125868322856565,0.0480692877635623,0.789696150390864
0.131875775463128,0.214485048985764,0.0118575049344633,0.641781670616644
0.0431826919975029,0.212631323051817,0.0188716339594244,0.725314350991256
0.130534521362632,0.0998939001178523,0.0232707997736097,0.746300778745906
0.0986955934024142,0.0246806820390693,0.142071098240789,0.734552626317728
0.0441625230347744,0.187121258884079,0.117423645256399,0.651292572824748
0.0816076386016899,0.287662930137239,0.294394786359981,0.33633464490109
0.420658631273041,0.153979420623486,0.0726978033065206,0.352664144796953
0.392729103018681,0.300199268293834,0.0350531477918264,0.272018480895659
0.0917721249646088,0.569568920318917,0.0379195138349404,0.300739440881534
0.218787255092254,0.263940993485131,0.129746544485369,0.387525206937245
0.143106925760761,0.346163931699684,0.332656082580223,0.178073059959331
0.12731001287492,0.149924295818079,0.131253359841622,0.59151233146538
0.0929579675839136,0.401708144404938,0.343256875346725,0.162077012664424
0.097527714990054,0.373039283734884,0.129392616539574,0.400040384735488
0.197291689161085,0.264845387707145,0.349660534386324,0.188202388745445
0.172699685188298,0.108095796137417,0.142058341187357,0.577146177486929
0.206006928760141,0.235534335810216,0.178886514903745,0.379572220525898
0.192542115191708,0.0692214525456313,0.322711780937295,0.415524651325365
0.397990002772511,0.255139002528449,0.0786866992616439,0.268184295437396
0.590280239465718,0.0525999142700472,0.0381327130418693,0.318987133222365
0.230278760368815,0.324162982435342,0.0506911951726431,0.394867062023199
0.667671119054508,0.0807217821196222,0.0556457360326205,0.195961362793249
0.111275213149557,0.31464187550737,0.280202067578723,0.29388084376435
0.307800754518416,0.109830641783583,0.110408338015303,0.471960265682699
0.0770688186542079,0.189853409757926,0.2981261656594,0.434951605928465
0.0920177235945972,0.0573818095116426,0.382120369361796,0.468480097531964
0.344876332140409,0.302657017079456,0.0703847552194349,0.2820818955607
0.292849622106089,0.123179600682607,0.0242637921979505,0.559706985013354
0.0340865487580544,0.0604327518206395,0.488473485842275,0.417007213579031
0.163814982493849,0.0772897489363457,0.344555071835834,0.414340196733971
0.269619586721011,0.0911814557563355,0.105474664069793,0.533724293452861
0.133533382235687,0.282014743183756,0.215612146068599,0.368839728511958
0.0909759637179152,0.225024460016794,0.153922217506258,0.530077358759033
0.0952054378589956,0.243803932458967,0.0392297274894874,0.62176090219255
0.0948013234012409,0.404380953036545,0.204714973118312,0.296102750443902
0.0798065577254545,0.066433670581346,0.0994579993879501,0.75430177230525
0.229124633753596,0.0731150515190699,0.187938104935571,0.509822209791763
0.108501593046292,0.0560327532219941,0.133953695178819,0.701511958552894
0.267601993267593,0.180537515995401,0.0277009585213176,0.524159532215688
0.252064763519441,0.0653105178876199,0.034865132340488,0.647759586252451
0.165474732791342,0.320740224365441,0.108439662207792,0.405345380635425
0.114255360015146,0.071455560604226,0.0835142955093163,0.730774783871311
0.329998882245723,0.0995135379922488,0.0439402162110665,0.526547363550961
0.17649996572268,0.40193334785544,0.290008796564664,0.131557889857216
0.33107066295799,0.230254104086502,0.290579542319147,0.148095690636361
0.565227034857719,0.0280778108936421,0.330478250627825,0.0762169036208144
0.150448953370648,0.435577778274022,0.11178012628152,0.30219314207381
0.168741328558864,0.641163834663178,0.087588702810364,0.102506133967595
0.21754925264145,0.116447842684894,0.395807896780867,0.270195007892789
0.0676903060819142,0.0587778092549603,0.779102308171008,0.0944295764921172
0.385831898295568,0.203211172704314,0.347581489137438,0.0633754398626804
0.240552814093655,0.448831829239568,0.25976129228356,0.0508540643832172
0.277927727292264,0.2660701753426,0.361359877736586,0.0946422196285496
0.310047600197029,0.241914659814566,0.393479755153542,0.0545579848348628
0.148972445624112,0.229784413708369,0.164536531533487,0.456706609134032
0.206174974457968,0.668933718742468,0.0197599739147609,0.105131332884803
0.078618202822405,0.266633905154463,0.522695999730741,0.132051892292391
0.0707592870718186,0.173598905036803,0.649977042123042,0.105664765768336
0.356390174276185,0.0714876883415795,0.438374892658358,0.133747244723877
0.0330878819862178,0.615350138342829,0.224249863960081,0.127312115710873
0.146023543398624,0.434722264344822,0.120189836903757,0.299064355352797
0.0864386793700427,0.575510400958099,0.187676858121118,0.150374061550741
0.0712237667292855,0.329342153453736,0.272480323781343,0.326953756035636
0.104260527163506,0.396772767392508,0.184764355575509,0.314202349868477
0.0282802021550998,0.537296385448046,0.251291377919724,0.183132034477131
0.0586969745500419,0.0791613803764525,0.383432174601336,0.478709470472169
0.171399744540074,0.0526035344111789,0.592000410712152,0.183996310336595
0.605987189694268,0.049753381013583,0.0331841945653272,0.311075234726822
0.133775174237366,0.102765802962091,0.0827363289272202,0.680722693873323
0.0935256213760451,0.437767206017337,0.251576763093957,0.217130409512661
0.569902817576127,0.0305706915364171,0.0403573354662884,0.359169155421167
0.15647167340729,0.16359678254489,0.0986623963933197,0.581269147654501
0.117254906121423,0.0428481140448751,0.563316098709169,0.276580881124533
0.511294776393475,0.0668951250650638,0.102108783337804,0.319701315203657
0.503260935821558,0.152527443709957,0.065078173898067,0.279133446570417
0.392363592731314,0.093459132325024,0.33934422026781,0.174833054675852
0.14038031226275,0.3035241805821,0.0766169148068842,0.479478592348265
0.186948236682558,0.0775187264875319,0.449986816194979,0.28554622063493
0.22187499341416,0.463707754557636,0.120887236198802,0.193530015829402
0.0466272868388213,0.383517915005702,0.330589831112329,0.239264967043148
0.239524128060746,0.170564303759619,0.396341666914561,0.193569901265074
0.171798746759708,0.216189293010779,0.427053346458799,0.184958613770713
0.389732443759853,0.415985955374915,0.0493978498227086,0.144883751042524
0.429576756653141,0.398611652919502,0.113757153152166,0.058054437275192
0.197999485083755,0.331157648848203,0.125587673341007,0.345255192727035
0.35362991752121,0.423671649575184,0.100782730173685,0.12191570272992
0.466213417799468,0.12945932152329,0.202280887058132,0.20204637361911
0.320456004210636,0.235218125543862,0.297060351281287,0.147265518964215
0.138863758658068,0.38245754278366,0.0591230202281787,0.419555678330093
0.198315721747252,0.305669123643759,0.131886239570361,0.364128915038629
0.111669120934274,0.713057626392997,0.0399393786559936,0.135333874016736
0.38416652605838,0.349613854825782,0.0993047972109296,0.166914821904909
0.26571586899117,0.469083739319397,0.114445891410601,0.150754500278831
0.0596798820255826,0.661858512225589,0.0898816438175129,0.188579961931316
0.474008578386485,0.119169806312461,0.155449965021313,0.251371650279741
0.625032066574809,0.142496307680661,0.093379383446242,0.139092242298288
0.263493099237685,0.149643902890976,0.385397694388451,0.201465303482887
0.635180984464788,0.0920235229543873,0.0338359263940089,0.238959566186816
0.364985000665876,0.107811617286967,0.408164491467193,0.119038890579964
0.468675829630836,0.0639615330993752,0.133410109386265,0.333952527883523
0.0524883214894006,0.673167274993455,0.0332863582065532,0.241058045310592
0.511731581413214,0.0418750828090998,0.206517142714537,0.239876193063149
0.236517629176684,0.168743506950316,0.154274293852352,0.440464570020649
0.114641181198763,0.300165390180857,0.362144950584375,0.223048478036005
0.115174777417418,0.117612488306953,0.117643009738447,0.649569724537181
0.163503556470729,0.296238219104783,0.065111146665515,0.475147077758973
0.486126295547593,0.152750127969614,0.0952115190848212,0.265912057397972
0.193625597853618,0.134816686927928,0.127862826400483,0.543694888817971
0.0236679748457978,0.518708751817074,0.224195865589411,0.233427407747717
0.402639638221392,0.0379200134259552,0.207564950573432,0.351875397779221
0.262334428852611,0.284222446138978,0.0573997936404043,0.396043331368006
0.438387084637513,0.226290010946942,0.110762725678263,0.224560178737283
0.124566815618545,0.560872874743185,0.0910903893278554,0.223469920310414
0.431104967227082,0.0529654248833938,0.132956833514106,0.382972774375418
0.344751821671466,0.0882402029252717,0.263931962973453,0.303076012429809
0.195330894982345,0.424946604365092,0.217979216334598,0.161743284317966
0.119234223894651,0.438283695334021,0.129952545276073,0.312529535495255
0.0719170558649829,0.0959440663594999,0.544798312692988,0.28734056508253
0.238735856490507,0.216800785132306,0.278918002698113,0.265545355679074
0.160788480428315,0.449906872377967,0.118037497030372,0.271267150163346
0.156278436219278,0.107700190197091,0.295706354934916,0.440315018648715
0.10281946228695,0.567186692428352,0.0748256049249034,0.255168240359795
0.0553065437540149,0.217728696151376,0.409624273359575,0.317340486735034
0.326300792475341,0.19487040313705,0.260526574072656,0.218302230314953
0.53158716295335,0.0875513250677275,0.232438693925302,0.148422818053621
0.379639611448877,0.269643687704178,0.256265771280093,0.0944509295668522
0.189711586535495,0.0561596121477754,0.499484591423663,0.254644209893066
0.23889378347251,0.428881343596465,0.0539100542936294,0.278314818637395
0.0910945187204143,0.18991607058501,0.174610077030942,0.544379333663633
0.306723219042576,0.144813436102549,0.125084011026577,0.423379333828298
0.254540772407665,0.13107040009178,0.231061799000177,0.383327028500377
0.431732884985206,0.113105336701949,0.0880128838577698,0.367148894455075
0.15650250704222,0.106438322453078,0.547717771740504,0.189341398764198
0.310953010131902,0.0875384681076489,0.259257916077155,0.342250605683294
0.0472547762755253,0.596720648279587,0.114685295133762,0.241339280311126
0.165122281147277,0.069141335419556,0.503367861751173,0.262368521681995
0.158225462134336,0.053746444851528,0.453561195339877,0.33446689767426
0.31379523330888,0.107537590715495,0.137127178005777,0.441539997969848
0.391045011255769,0.122159730126701,0.203882286439384,0.282912972178146
0.0950537525677464,0.113032573182519,0.310143368357558,0.481770305892177
0.185595456422773,0.0621699983925439,0.302694767273964,0.449539777910719
0.223428852162383,0.106492879045057,0.352584558626891,0.31749371016567
0.0887279498946309,0.0506039288496884,0.309028422966752,0.551639698288929
0.112792907238801,0.317497810393564,0.346888050281634,0.222821232086001
0.0282166208132323,0.629854988909053,0.084330210587662,0.257598179690053
0.132006914760128,0.208208090833081,0.0957413960098251,0.564043598396966
0.0559166522535487,0.0422387799194375,0.495034786449696,0.406809781377318
0.190588623699549,0.469029446960144,0.0661439733924736,0.274237955947834
0.214001628031028,0.455446384392448,0.0651371366560885,0.265414850920435
0.0537409473673502,0.17034007767356,0.559179050961384,0.216739923997707
0.0724357935146224,0.256158860740819,0.44374439442785,0.227660951316709
0.0661623923841381,0.355224501816962,0.182386360105457,0.396226745693443
0.140908038072381,0.148385417068064,0.150229207567202,0.560477337292353
0.0581129681144308,0.224889995785546,0.388792121812831,0.328204914287193
0.310864059616485,0.392536164579695,0.0482089460495134,0.248390829754307
0.0612459428130049,0.360759524675172,0.239181771668757,0.338812760843066
0.431879545342553,0.0947672121127223,0.273962677322697,0.199390565222028
0.292514488904255,0.333811394341205,0.205080144328016,0.168593972426524
0.235452750510028,0.0871634636118432,0.549003458237317,0.128380327640813
0.120827852305854,0.211510238333954,0.406049835848065,0.261612073512128
0.356887839820246,0.0608632687093953,0.295378550023945,0.286870341446414
0.110892173085675,0.441205427846495,0.195080941561537,0.252821457506293
0.180605885330407,0.196459943204028,0.507187469649804,0.115746701815761
0.105892328199431,0.313286862057032,0.373705527730059,0.207115282013477
0.0628244693000571,0.0652197904226507,0.609213927748641,0.262741812528651
0.149296311702241,0.446924090835575,0.161373333739984,0.242406263722201
0.379478133381332,0.357698541580576,0.184807403362951,0.0780159216751403
0.296450093337754,0.214695391762776,0.314957388966079,0.173897125933391
0.179942777052856,0.571112126607583,0.0693601177187468,0.179584978620814
0.502596361086957,0.260891381405218,0.123904803721901,0.112607453785925
0.206906437698239,0.45223429106076,0.081420635262246,0.259438635978755
0.0647913150903644,0.391858558410732,0.439168261183811,0.104181865315093
0.199851504981085,0.460416527168568,0.114285249349883,0.225446718500464
0.241694067187372,0.297346580214144,0.158376680926678,0.302582671671806
0.217707576520482,0.518854740959704,0.170952193890207,0.0924854886296067
0.361117863491486,0.129279478654289,0.387730793801092,0.121871864053134
0.169814278541091,0.467720338648322,0.0699649848037601,0.292500398006826
0.109814674842713,0.115512844013614,0.160953189347452,0.613719291796221
0.309629030856689,0.0727263592093226,0.470432383336056,0.147212226597932
0.0518561246626806,0.236256968006603,0.180409759383331,0.531477147947385
0.223342655242171,0.137274671840338,0.473571774970742,0.165810897946749
0.174875921278245,0.156117085610561,0.128762364786155,0.540244628325039
0.251303365733015,0.320609041937019,0.132174965047845,0.29591262728212
0.118121081558898,0.143125644794027,0.490769167970642,0.247984105676433
0.299375028318673,0.105320505345947,0.146197359745676,0.449107106589704
0.0485439856620999,0.550340758506632,0.128372332799027,0.272742923032241
0.612127655880169,0.105517027537303,0.0529182166750676,0.229437099907461
0.043345712211866,0.268816166602072,0.170567186793623,0.517270934392439
0.422461468765392,0.0463002425219801,0.198434237225653,0.332804051486975
0.283433182053544,0.131970808760257,0.0988287538777523,0.485767255308447
0.120707453761392,0.181781423807397,0.476124402390847,0.221386720040364
0.0826381353009946,0.446997145902356,0.147066288617623,0.323298430179026
0.582769693212584,0.117312148979742,0.0757432550530518,0.224174902754623
0.0839772011976062,0.0969910434970958,0.182080775740459,0.636950979564839
0.330549029052772,0.367600403135382,0.0817311703114623,0.220119397500383
0.39457065109991,0.277964704489721,0.160330861810896,0.167133782599472
0.591228941684357,0.139909018610236,0.167041780053644,0.101820259651763
0.372978217225374,0.342179580200902,0.207230149108304,0.0776120534654196
0.136871547649385,0.587309550962414,0.211151644665803,0.0646672567223984
0.13034626680581,0.124209097559359,0.607760347004812,0.137684288630018
0.0760244816696997,0.492880430670336,0.306746364988434,0.12434872267153
0.194124328015378,0.101756350777099,0.664612181945343,0.0395071392621799
0.317762912591546,0.188142072876977,0.406659496169996,0.0874355183614811
0.0254314252245703,0.380961597639455,0.538402430095552,0.0552045470404227
0.144505672139974,0.337843094756513,0.421189353740966,0.0964618793625465
0.329851724287752,0.0892528740673216,0.484389620717005,0.0965057809279215
0.495316194609792,0.134792976840182,0.274922711117028,0.094968117432998
0.380124331462062,0.233015960605248,0.305470992769138,0.0813887151635528
0.14103700854605,0.651996986857959,0.0644292655513564,0.142536739044635
0.117531680937807,0.109050526223992,0.704526440448493,0.0688913523897085
0.33598280817775,0.072134930067182,0.500845438231228,0.0910368235238402
0.361250344908118,0.223036699047887,0.170837319126608,0.244875636917388
0.0544686144496428,0.389479688284904,0.459410998986966,0.0966406982784875
0.140148663019446,0.597456919382701,0.209757677068536,0.0526367405293176
0.0842731689183276,0.0710565620407441,0.65890610537696,0.185764163663968
0.250562641816075,0.103395734278506,0.202474424847439,0.443567199057981
0.0487527776109316,0.197806879133746,0.5361561491158,0.217284194139522
0.201369499592968,0.31478236293317,0.139473619927303,0.344374517546559
0.261642515636553,0.245384091214363,0.12364337037963,0.369330022769454
0.208070561337471,0.171794353499256,0.189855696640605,0.430279388522668
0.353363089558471,0.347973830893024,0.067590306724085,0.23107277282442
0.0619082980988097,0.391968659289619,0.271091896675017,0.275031145936554
0.0530448017850483,0.192320510252832,0.560474758228124,0.194159929733995
0.104111756608416,0.0764658486026202,0.527303883728345,0.29211851106062
0.0909688932770744,0.101872021762765,0.545891256201648,0.261267828758513
0.288943096071386,0.0431225665239295,0.497561359049593,0.170372978355092
0.146027899243841,0.469651620703263,0.123493459386888,0.260827020666007
0.056785508934621,0.530807409731462,0.142034190810237,0.27037289052368
0.0307876684780319,0.3586215575187,0.525578763502282,0.0850120105009866
0.206559034632144,0.39391466663362,0.284837378485525,0.114688920248711
0.23435129524364,0.137831061366176,0.477389060861589,0.150428582528595
0.0871283502922002,0.234357250617979,0.507705811943766,0.170808587146055
0.350831527165159,0.0929598725398509,0.241283710621877,0.314924889673113
0.265955049583542,0.135004644415954,0.160779870398649,0.438260435601855
0.249291671956119,0.371050803270851,0.123089116637943,0.256568408135087
0.29044800739603,0.414751524194883,0.114780439142323,0.180020029266764
0.136952776008973,0.225404994163367,0.272144748317491,0.365497481510168
0.264384850527533,0.061908013096781,0.479186043259347,0.194521093116338
0.158244841870168,0.136961592194029,0.239723371658056,0.465070194277746
0.144571481390615,0.386321335923258,0.227548227706567,0.241558954979561
0.2002924256024,0.314358786135141,0.338232612509089,0.147116175753371
0.277640832555154,0.375970737958489,0.215874247293511,0.130514182192846
0.342600021949561,0.0582872607456526,0.451284862074732,0.147827855230054
0.544635109048998,0.0565120074234906,0.131910040620743,0.266942842906768
0.0768856205477216,0.297713035321687,0.188318544915517,0.437082799215075
0.0319834377496464,0.473923783131357,0.301699043807649,0.192393735311347
0.249160854888745,0.125969815378343,0.221973228810192,0.40289610092272
0.222542136536074,0.0934791188730055,0.168100205489573,0.515878539101347
0.0942994591154443,0.063326115560869,0.656693065647697,0.185681359675989
0.343864071482527,0.181652925740035,0.072986782342983,0.401496220434455
0.216944417521938,0.418382790599629,0.0643326641600711,0.300340127718362
0.230657406228602,0.222894507129294,0.162291136456592,0.384156950185511
0.117552701941759,0.26707958492182,0.183198844708021,0.4321688684284
0.437515728957522,0.112903460944362,0.0413374296457357,0.408243380452381
0.254506773148843,0.371688795674151,0.0540744165333519,0.319730014643653
0.321288889902257,0.431394312608626,0.0246786656993681,0.222638131789749
0.231120608795364,0.411109234207911,0.0309633449265021,0.326806812070223
0.085234400189529,0.522881548218383,0.02731614698028,0.364567904611808
0.0685068431647963,0.060249948683244,0.393621630000877,0.477621578151083
0.17078803726414,0.529468930160941,0.0437623460949217,0.255980686479997
0.195089277270764,0.23798360379224,0.347419571286392,0.219507547650604
0.0842878961882496,0.333320514695307,0.0954704130610273,0.486921176055416
0.0828008603539852,0.552824965715975,0.101171784198176,0.263202389731864
0.354480078876612,0.0886927079964746,0.111176310488653,0.445650902638261
0.439289112381989,0.211316477623778,0.0838982365464118,0.265496173447821
0.0493164578208773,0.625822241909069,0.0330247670344534,0.2918365332356
0.0757140273758118,0.0923868347212833,0.362971390246295,0.46892774765661
0.0682837960659351,0.0593225651261223,0.467609731986197,0.404783906821746
0.198476940263851,0.0915745775052604,0.427632702532414,0.282315779698474
0.0293319924331477,0.478849565963696,0.170614267095854,0.321204174507303
0.126681269971948,0.465212792688816,0.0364370178253545,0.371668919513882
0.346877950636981,0.137909004758045,0.151730193897324,0.36348285070765
0.175126166027024,0.0621911724978958,0.209637802464365,0.553044859010715
0.0572023132113354,0.261149086498005,0.315325071252762,0.366323529037898
0.166673233925235,0.35116103473519,0.107263377807251,0.374902353532323
0.351736668906289,0.229660063064162,0.190023848417529,0.22857941961202
0.0365197761628582,0.226791616311796,0.481578383725385,0.255110223799961
0.13376346370456,0.210627300634424,0.138537526435499,0.517071709225517
